sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
10046713,,Default,simple,Default Category/Kitchen Plumbing/Kitchen Sinks,base,SINK KITCHEN STL QUEEN RECT SST SATIN 1,"KINDRED Kitchen Sink, Steel Queen Collection, Rear Drain Location, 3-1/2 in Drain, 20 ga Gauge, Stainless Steel, Satin, 1 Bowls, Rectangular Shape, Sink Bowl Size (Single or Left): 18 in L x 16 in W x 8 in D, 24 in Minimum Cabinet, 19 in L x 17 in W x 7-1/4 in H Cutout, 20-1/8 in Length, 18-1/8 in Width, 8 in Height","KINDRED Steel Queen Kitchen Sink, Rectangular, Stainless Steel, Satin",11,1,Taxable Goods,"Catalog, Search",17,,,,sink-kitchen-stl-queen-rect-sst-satin-1,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14101800,,Default,simple,Default Category/Valves/Backflow Preventers,base,ASSEMBLY V CHECK PREVENTER BACKFLOW 2IN,"WATTS&reg; Backflow Preventer Check Valve Assembly, 007 Series, 2 in Nominal, FNPT Connection, 175 psi Pressure, Media: Water, 19-1/2 in Inlet to Outlet Length, 4 in Top to Inlet Center, Top Mounting, Bronze Body, Lead-Free/Contains Lead: Contains Lead, 33 to 180 deg C, Dimensions: 6-1/4 in H, Domestic/Import: Domestic","WATTS&reg; 007 Series Backflow Preventer Check Valve Assembly, 2 in, FNPT, Contains Lead",,1,Taxable Goods,"Catalog, Search",21,,,,assembly-v-check-preventer-backflow-2in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10053726,,Default,simple,Default Category/Kitchen Plumbing/Kitchen Accessories,base,FAUCET KITCHEN DECK CLASSIC CHROMES LVR,"DELTA&reg; Kitchen Faucet, Classic&reg; Collection, Faucet Configuration: Single Handle, Deck Mounting, 1-Hole Faucet Hole Compatibility, Manufacturer Finish: Chrome, Finish Family: Chromes, 1-Handle Handles, Lever Handle Style, Brass Body, 1.8 gpm Flow Rate, 4-5/16 in Spout Height, 8-11/16 in Spout Reach, Swivel Spout, Ceramic Disc, 2-1/2 in Maximum Deck Thickness, 3/8 in Connection, Compression Connection, Components Included: Supply Line, Low Lead Low Lead, ADA Compliant","DELTA&reg; Classic&reg; Kitchen Faucet, Deck, Single Handle, Chrome",,1,Taxable Goods,"Catalog, Search",10,,,,faucet-kitchen-deck-classic-chromes-lvr,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14680143,,Default,simple,Default Category/Plumbing Parts & Supplies/Toilet & Urinal Valves,base,SUB-ASSEMBLY BRKR VAC 3/4IN 11-1/2IN,"DELTA&reg; Vacuum Breaker Sub-Assembly, 3/4 in, 11-1/2 in Length, For Use With: TECK&reg; II 81T231 Exposed Flush Valves","DELTA&reg; Vacuum Breaker Sub-Assembly, 3/4 in, For Use With: TECK&reg; II 81T231 Exposed Flush Valves",,1,Taxable Goods,"Catalog, Search",14,,,,sub-assembly-brkr-vac-3-4in-11-1-2in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10029839,,Default,simple,Default Category/Pumps/Sump Pumps,base,PUMP SBM 115VAC 7.5A 1/2HP 52GPM AL,"Liberty Pumps&reg; 450 Submersible Sump Pump, 115 VAC, 7.5 A, 60 Hz Frequency, HP Rating: 1/2 hp, 3450 rpm Speed, 52 gpm Flow Rate, 1 Phase, 1-1/2 in Suction, 1-1/2 in Discharge, 10 ft Cord Length, Ball Bearing, 140 deg F, Thermoplastic Impeller, Aluminum, 12.5 in H x 9.6 in W Dimensions, Powder-Coated","Liberty Pumps&reg; 450 Series Submersible Sump Pump, 115 VAC, 7.5 A, 1/2 hp, 52 gpm, Aluminum, Powder-Coated",,1,Taxable Goods,"Catalog, Search",14,,,,pump-sbm-115vac-7-5a-1-2hp-52gpm-al,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10202924,,Default,simple,Default Category/Plumbing Parts & Supplies/Faucet Valves,base,TRIM DIV 3-SET PORT 1/2IN LVR 1-HDL WALL,"DELTA&reg; Port 3-Setting Diverter Trim, Vero&reg; Collection, 1/2 in Connection, Lever Handle, 1-Handle Handles, 4-1/2 in H x 4-1/2 in W Escutcheon, Finish: Chrome-Plated, Wall Mounting","DELTA&reg; Vero&reg; Port 3-Setting Diverter Trim, 1/2 in, Lever Handle, 1-Handle -Handle, Chrome-Plated",5.5,1,Taxable Goods,"Catalog, Search",14,,,,trim-div-3-set-port-1-2in-lvr-1-hdl-wall,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14552211,,Default,simple,"Default Category/Hydronics/Manifolds, Parts & Fittings",base,ASSEMBLY MANF 1-1/4IN NPT SST 21GPM 6,"Uponor Manifold Assembly With Flow Meter, NPT Connection, 21 gpm Flow Rate, 44 to 145 psi, 68 to 194 deg F, 6 Outlets, Number of Ports/Ways: 6, Bracket Mounting, 1-1/4 x 3/4 in Port, 1-1/4 in, Stainless Steel, 20.34 in L x 3.5 in W x 13.58 in H, Domestic/Import: Domestic","Uponor Manifold Assembly With Flow Meter, 1-1/4 in, NPT, Stainless Steel, 21 gpm, 6-Outlet, 6-Port/Way",,1,Taxable Goods,"Catalog, Search",17,,,,assembly-manf-1-1-4in-npt-sst-21gpm-6,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10131914,,Default,simple,Default Category/Valves/Butterfly Valves,base,VALVE BTFL LUG 10IN FLANGED DUCTILE IRON,"MAS&trade; Lug Butterfly Valve, D Series, 10 in Nominal, Flanged Connection, 200 psi, Abrasives, Dry Air, Lubricating Oil, Solvents, Water Media, 12.27 in Top to Inlet Center, 10 Positions, Ductile Iron Body, EPDM Seat, Stainless steel Stem, Aluminum Bronze Disc, Steel Handle, Buna-N/EPDM/Fluoroelastomer/Graphite/PTFE Softgoods, Gear Operator, 7498 Cv Flow Coefficient (Cv), Material Standard: ASTM A536, A582, Lead-Free, 9.5 in OD x 20.17 in L","MAS&trade; D Series Lug Butterfly Valve, 10 in, Flanged, Ductile Iron, 200 psi",54.5,1,Taxable Goods,"Catalog, Search",21,,,,valve-btfl-lug-10in-flanged-ductile-iron,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17093823,,Default,simple,Default Category/Pumps/Booster Pumps,base,PUMP BSTR 208/230VAC 13.2GPM 47M 10BAR,"Grundfos Booster Pump, Compact, Fully Integrated, Self-Priming Pump, 208/230 VAC, 13.2 gpm Flow Rate, 47 m Head, 10 bar Working Pressure Rating, 47 dBA Sound Level, 0 to 45 deg C, X4D Enclosure, 403 mm L x 193 mm W x 302 mm H",Grundfos Booster Pump,,1,Taxable Goods,"Catalog, Search",10,,,,pump-bstr-208-230vac-13-2gpm-47m-10bar,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14682781,,Default,simple,"Default Category/Pipe Hangers, Supports & Fasteners/Pipe Stays & Support",base,BLOCK ROOFTOP 4-1/2IN 8-1/2IN 9IN 350LB,"THE ROOF BLOCK Rooftop Block, 4-1/2 in Height, 8-1/2 in Width, 9 in Overall Length, 350 lb Load, Saddle, Strut Mounting, HDPE, Black, 200 deg F, For Use With: 2 in Pipe","THE ROOF BLOCK Rooftop Block, 4-1/2 in H, 8-1/2 in W, 9 in OAL, 350 lb Load, HDPE",,1,Taxable Goods,"Catalog, Search",14,,,,block-rooftop-4-1-2in-8-1-2in-9in-350lb,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16632032,,Default,simple,Default Category/Pipe Fittings/Cast Iron Fittings & Flanges,base,ELBOW REDUCING 90 DEG ELB FNPT|FNPT 1IN,"SCI&reg; Reducing Elbow, 90 deg Elbow Fitting, 1-1/4 in Connection Size 1, Connection Type 1: FNPT, 1 in Connection Size 2, Connection Type 2: FNPT, FNPT|FNPT Connection, Iron, Material Construction: Cast Iron, Finish: Black Oxide, Pressure Class: 125 lb, 300 psi","SCI&reg; Reducing Elbow, 1-1/4 in FNPT x 1 in FNPT, Iron, Black Oxide, 125 lb",,1,Taxable Goods,"Catalog, Search",14,,,,elbow-reducing-90-deg-elb-fnpt-fnpt-1in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16646799,,Default,simple,Default Category/Pipe Fittings/Stainless Steel Fittings & Flanges,base,TEE PIPE TEE GRVD 3IN 3IN 3IN SST GRVD,"Victaulic&reg; Pipe Tee, 420 SS Series, Tee Fitting, 3 in Connection Size 1, Connection Type 1: Grooved, 3 in Connection Size 2, Connection Type 2: Grooved, Connection Size 3: 3 in, Connection Type 3: Grooved, Grooved Connection, Stainless Steel, Material Construction: Stainless Steel, SCH 10S, 3-1/2 in Dia, Additional Information: 3-3/4 in Center to End","Victaulic&reg; 420 SS Series Pipe Tee, 3 in Grooved x 3 in Grooved x 3 in Grooved, Stainless Steel, 3-1/2 in Dia",3.1,1,Taxable Goods,"Catalog, Search",14,,,,tee-pipe-tee-grvd-3in-3in-3in-sst-grvd,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14682166,,Default,simple,Default Category/Plumbing Parts & Supplies/Toilet & Urinal Parts,base,FLAPPER SAVER WTR TOILETS,"Master Plumber&reg; Water Saver Flapper With Adjustable Float, For Use With: Toilets","Master Plumber&reg; Water Saver Flapper With Adjustable Float, For Use With: Toilets",,1,Taxable Goods,"Catalog, Search",17,,,,flapper-saver-wtr-toilets,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16635193,,Default,simple,Default Category/Valves/Globe Valves,base,VALVE GLOBE 3/4IN THD BRZ 150LB 2.96IN,"JENKINS&reg; Globe Valve, 106BJ Series, 3/4 in Nominal, Threaded Connection, 150 psi, 300 psi, Pressure Class: 150 lb, 2.96 in Inlet to Outlet Length, 5.13 in Top to Inlet Center, Bronze Body, Bronze Seat, Bronze Stem, PTFE Disc, 7 Cv Flow Coefficient (Cv), Material Standard: ASTM B62 Grade C83600","JENKINS&reg; 106BJ Series Globe Valve, 3/4 in, Threaded, Bronze, 150 psi, 300 psi",,1,Taxable Goods,"Catalog, Search",21,,,,valve-globe-3-4in-thd-brz-150lb-2-96in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_0386-0112,,Default,simple,Default Category/Tools & Maintenance/HVAC Tools & Torches,base,TIP TORCH ACET WA-400 TORCH HANDLES BRS,"TURBOTORCH&reg; Torch Tip, Acetylene Fuel, 5 to 15 psi, For Use With: WA-400 Torch Handles, 3/8 to 1/2 in Soft Solder, Brass","TURBOTORCH&reg; Sof-Flame&trade; Torch Tip, Acetylene Fuel, For Use With: WA-400 Torch Handles",,1,Taxable Goods,"Catalog, Search",10,,,,tip-torch-acet-wa-400-torch-handles-brs,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10222032,,Default,simple,Default Category/Bathroom Fixtures/Bathtubs & Showers,base,FAUCET LAV HD BRS COMPRESSION,"Moen&reg; Heavy-Duty Lavatory Faucet, Compression Connection, Brass","Moen&reg; Heavy-Duty Lavatory Faucet, Brass",,1,Taxable Goods,"Catalog, Search",14,,,,faucet-lav-hd-brs-compression,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_AG23A020-ERIE,,Default,simple,Default Category/Hydronics/Actuators,base,ACTUATOR V ZONE POPTOP 2-POSN 24VAC 6.5W,"TAC PopTop Zone Valve Actuator, AG Series, Number of Ways/Position: 2-Position, 24 VAC, 50/60 Hz, VA Rating: 7.5 VA, 6.5 W, NC, 18 in Lead Wire Electrical Connection, On Off Actuator, Up to 75 psi Close-Off, NEMA 1 Enclosure, Aluminum/Stainless Steel Body, 169 deg F Ambient, 32 to 250 deg F Fluid, 2-3/8 in H x 2-3/8 in W x 3-11/16 in D","TAC AG Series PopTop Zone Valve Actuator, On Off, Aluminum/Stainless Steel",,1,Taxable Goods,"Catalog, Search",14,,,,actuator-v-zone-poptop-2-posn-24vac-6-5w,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10131074,,Default,simple,Default Category/Water Treatment & Filtration/Cartridge Filters,base,SYSTEM FILTRATION SINK UND 10UM,"AQUA FLO&reg; Under Sink Filtration System, 475 QC Series, Coconut Carbon Media, 10 um, 12.4 in H x 2.8 in W x 3.2 in D","AQUA FLO&reg; 475 QC Series Under Sink Filtration System, 10 um, Coconut Carbon Media",3,1,Taxable Goods,"Catalog, Search",14,,,,system-filtration-sink-und-10um,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16635155,,Default,simple,Default Category/Measurement & Diagnostic Instruments/Temperature Measurement & Control,base,THERMOSTAT RADIANT WIRELESS BAT LCD ALK,"SALUS&reg; Wireless Radiant Thermostat, Battery Power Source, LCD Display, 32 to 122 deg F, &lt;95% RH, Non-Condensing Humidity, Alkaline Battery, (2) AA Battery",SALUS&reg; Wireless Radiant Thermostat,,1,Taxable Goods,"Catalog, Search",17,,,,thermostat-radiant-wireless-bat-lcd-alk,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10029772,,Default,simple,Default Category/Pumps/Sewage Pumps,base,PUMP DR 115VAC 7.3A 60HZ 1/2HP 48GPM AL,"Liberty Pumps&reg; Drain Pump, 115 VAC, 7.3 A, 60 Hz Frequency, HP Rating: 1/2 hp, 3450 rpm Speed, 48 gpm Flow Rate, 1 ph, Suction Size: 2 in, 2 in Discharge, 10 ft Cord Length, 5.5 gal Capacity, Maximum Feet of Head: 5 ft, 284 deg F, Polymer Impeller, Dimensions: 14-1/8 in H x 13-3/4 in W, Aluminum, Powder-Coated","Liberty Pumps&reg; Drain Pump, 115 VAC, 7.3 A, 60 Hz, 1/2 hp, 48 gpm, Aluminum",,1,Taxable Goods,"Catalog, Search",21,,,,pump-dr-115vac-7-3a-60hz-1-2hp-48gpm-al,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16640061,,Default,simple,"Default Category/Valves/Valve Accessories, Repair Kits & Parts",base,KIT V LGE,LEONARD&reg; Large Valve Kit,LEONARD&reg; Large Valve Kit With Packing and Gasket,,1,Taxable Goods,"Catalog, Search",10,,,,kit-v-lge,,,,/5/1/513wsjg2szl._sx679_.jpg,,/5/1/513wsjg2szl._sx679_.jpg,,/5/1/513wsjg2szl._sx679_.jpg,,/5/1/513wsjg2szl._sx679_.jpg,,"3/13/25, 9:14 AM","3/14/25, 7:26 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,100,0,0,0,0,0,1,0,10000,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/5/1/513wsjg2szl._sx679_.jpg,,,,,,,,,,,,,,
17094121,,Default,simple,"Default Category/Tools & Maintenance/Paint, Marking Supplies & Labels",base,BRUSH UTIL ECONOMY 2IN WOOD,"MASTERS&reg; Economy Utility Brush, 2 in W Brush, Wood Handle","MASTERS&reg; Economy Utility Brush, 2 in W Brush, Wood Handle",1.4,1,Taxable Goods,"Catalog, Search",14,,,,brush-util-economy-2in-wood,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16797382,,Default,simple,"Default Category/Pipe Hangers, Supports & Fasteners/Strut",base,CHANNEL STRUT 10FT 1.63IN 3-1/4IN 12GA,"Sasco Strut Channel, 10 ft Length, 1.63 in Width, 3-1/4 in Height, 12 ga Thickness, 4 Slots, 3 in Slot Length, 13/32 in Slot Width, Steel, Finish: Pre-Galvanized","Sasco Strut Strut Channel, 10 ft L, 1.63 in W, 3-1/4 in H, 12 ga Thick, Steel, Pre-Galvanized",,1,Taxable Goods,"Catalog, Search",14,,,,channel-strut-10ft-1-63in-3-1-4in-12ga,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10285062,,Default,simple,Default Category/Kitchen Plumbing/Kitchen Faucets,base,FAUCET KITCHEN DECK CHROMES CHROME 1-HDL,"DELTA&reg; Kitchen Faucet, Faucet Configuration: Pull-Down, Theme/Style: Modern, Deck Mounting, 1-Hole Faucet Hole Compatibility, Manufacturer Finish: Chrome, Finish Family: Chromes, 1-Handle Handles, 1.8 gpm Flow Rate, 9 in Spout Height, 8.94 in Spout Reach, Gooseneck Spout, Ceramic Disc, 3/8 in Connection, Compression Connection, Low Lead Low Lead, ADA Compliant","DELTA&reg; Kitchen Faucet, Deck, Pull-Down, Chrome",,1,Taxable Goods,"Catalog, Search",14,,,,faucet-kitchen-deck-chromes-chrome-1-hdl,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17094334,,Default,simple,Default Category/Adhesives & Sealants/Tapes,base,TAPE BANDING ECONOMY 75YD 2IN VINYL YEL,"SMS Economy Banding Tape, 75 yd Length, 2 in Width, Legend: Arrow (Symbol), Vinyl, Yellow Tape, Adhesive Backing","SMS Economy Banding Tape, 75 yd L, 2 in W, Arrow (Symbol), Vinyl, Yellow Tape",,1,Taxable Goods,"Catalog, Search",17,,,,tape-banding-economy-75yd-2in-vinyl-yel,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14266632,,Default,simple,Default Category/Tools & Maintenance/Power Tools,base,BEVELER PIPE POWER CORDLESS KIT 2IN 120V,"REED Cordless Power Pipe Beveler, Kit, 2 in Maximum Bevel, 15 deg Bevel, 120 V, Lithium-Ion Battery, 4 Ah Battery, 22000 rpm, Additional Information: 60 Hz Frequency, 1/8 to 5/8 in L Adjustable Bevel","REED Cordless Power Pipe Beveler, Tool/Kit: Kit, 2 in Max Bevel, 15 deg Bevel, 120 V, Lithium-Ion Battery, 4 Ah",,1,Taxable Goods,"Catalog, Search",21,,,,beveler-pipe-power-cordless-kit-2in-120v,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17093368,,Default,simple,"Default Category/Pipe Hangers, Supports & Fasteners/Fasteners",base,BOLT HD 5/8IN 3-1/2IN B7 HEX,"ALLIED THREADED PRODUCTS Heavy-Duty Bolt, 5/8 in Thread, 3-1/2 in Overall Length, Hex Head, B7 Grade, Chrome Moly Alloy Steel","ALLIED THREADED PRODUCTS Heavy-Duty Bolt, 5/8 in Thread, 3-1/2 in OAL, Chrome Moly Alloy Steel, B7 Grade",,1,Taxable Goods,"Catalog, Search",10,,,,bolt-hd-5-8in-3-1-2in-b7-hex,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10131857,,Default,simple,Default Category/Valves/Compression Angle Valves,base,VALVE MINI-BALL 1/2 X 3/8IN BRS 400PSI,"Eastern Foundry and Fitting Mini-Ball Valve, EFF122 Series, 1/2 x 3/8 in Nominal, PEX x OD Compression Connection, 400 psi, 1.299 in Inlet to Outlet Length, Material Standard: ASTM 1807, ASTM B124 C46400, Brass Body, PTFE Seat, Brass Stem, EPDM Seal, Zinc Alloy Handle, Brass Ball, EPDM Softgoods, Lead-Free, 250 deg F, 2.185 in H","Eastern Foundry and Fitting EFF122 Series Mini-Ball Valve, 1/2 x 3/8 in, PEX x OD Compression, Brass",29.98,1,Taxable Goods,"Catalog, Search",14,,,,valve-mini-ball-1-2-x-3-8in-brs-400psi,,,,/7/1/71pihk1dkyl._sx679_.jpg,,/7/1/71pihk1dkyl._sx679_.jpg,,/7/1/71pihk1dkyl._sx679_.jpg,,/7/1/71pihk1dkyl._sx679_.jpg,,"3/13/25, 9:14 AM","3/14/25, 7:24 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,100,0,0,0,0,0,1,0,10000,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/7/1/71pihk1dkyl._sx679_.jpg,,,,,,,,,,,,,,
21370985,,Default,simple,Default Category/Valves/Balancing Valves,base,VALVE BALANCING 3/4IN FNPT 400PSI BRS,"Victaulic&reg; Balancing Valve, TA 790 Series, 3/4 in Nominal, FNPT Connection, 400 psi, 6.2 Cv Flow Coefficient (Cv), Handwheel Operator, Polyamide/TPE Handle, Stainless Steel Trim, EPDM Seal, Brass, Material Standard: UNS CC768S, Water Media, 3.7 in Inlet to Outlet Length, -4 to 248 deg F, 1.05 in OD","Victaulic&reg; TA 790 Series Balancing Valve, 3/4 in, FNPT, 400 psi, Brass",,1,Taxable Goods,"Catalog, Search",14,,,,valve-balancing-3-4in-fnpt-400psi-brs,,,,/4/1/41acdsotivl._sx679_.jpg,,/4/1/41acdsotivl._sx679_.jpg,,/4/1/41acdsotivl._sx679_.jpg,,/4/1/41acdsotivl._sx679_.jpg,,"3/13/25, 9:14 AM","3/14/25, 7:28 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,100,0,0,0,0,0,1,0,10000,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/4/1/41acdsotivl._sx679_.jpg,,,,,,,,,,,,,,
15222309,,Default,simple,Default Category/Valves/Bathtub & Shower Faucet Valves,base,VALVE BALANCING MNL 1/2IN FNPT 400PSI,"Victaulic&reg; Manual Balancing Valve, TA Series 787H Series, 1/2 in Nominal, FNPT Connection, 0.6 to 2.8 gpm Flow Rate, 400 psi, EPDM Seat, EPDM Seal, Brass, 3.31 in Inlet to Outlet Length, 4 in Top to Inlet Center, -4 to 250 deg F, 0.84 in OD","Victaulic&reg; TA Series 787H Series Manual Balancing Valve, 1/2 in, FNPT, 0.6 to 2.8 gpm, 400 psi, Brass",,1,Taxable Goods,"Catalog, Search",14,,,,valve-balancing-mnl-1-2in-fnpt-400psi,,,,/6/1/61jpg6eijyl._sx679_.jpg,,/6/1/61jpg6eijyl._sx679_.jpg,,/6/1/61jpg6eijyl._sx679_.jpg,,/6/1/61jpg6eijyl._sx679_.jpg,,"3/13/25, 9:14 AM","3/14/25, 7:29 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,100,0,0,0,0,0,1,0,10000,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/6/1/61jpg6eijyl._sx679_.jpg,,,,,,,,,,,,,,
